,,top,mid_L_top,mid_R_top,mid_L_bot,mid_R_bot,bot_L,bot_R,"
"
vid_71_frame_221_6.jpg,N/A,"[20, 0]","[13, 22]","[29, 21]","[11, 38]","[33, 36]","[8, 56]","[37, 54]",
vid_98_frame_40_0.jpg,N/A,"[40, 4]","[28, 35]","[54, 34]","[25, 56]","[59, 54]","[19, 84]","[64, 80]",
vid_98_frame_244_2.jpg,N/A,"[22, 1]","[15, 17]","[29, 17]","[13, 31]","[31, 31]","[9, 46]","[34, 46]",
vid_124_frame_2979_0.jpg,N/A,"[16, 2]","[11, 13]","[21, 12]","[10, 22]","[24, 21]","[9, 32]","[26, 30]",
vid_92_frame_55_2.jpg,N/A,"[23, 1]","[16, 20]","[31, 19]","[14, 36]","[34, 35]","[10, 53]","[37, 53]",
vid_75_frame_220_3.jpg,N/A,"[34, 2]","[25, 24]","[43, 24]","[22, 46]","[48, 45]","[18, 67]","[54, 66]",
vid_83_frame_142_2.jpg,N/A,"[34, 0]","[24, 20]","[44, 20]","[20, 40]","[48, 38]","[14, 62]","[53, 58]",
vid_204_frame_113_4.jpg,N/A,"[17, 1]","[12, 13]","[21, 14]","[10, 21]","[22, 21]","[6, 32]","[24, 33]",
vid_89_frame_367_0.jpg,N/A,"[42, 3]","[26, 19]","[46, 24]","[18, 33]","[46, 38]","[11, 45]","[47, 56]",
vid_98_frame_217_3.jpg,N/A,"[25, 3]","[17, 22]","[31, 22]","[15, 35]","[35, 34]","[11, 55]","[39, 54]",
vid_220_frame_145_2.jpg,N/A,"[12, 2]","[8, 16]","[18, 15]","[7, 25]","[20, 24]","[4, 37]","[24, 36]",
vid_211_frame_68_5.jpg,N/A,"[20, 2]","[13, 14]","[23, 14]","[10, 25]","[24, 26]","[6, 38]","[26, 40]",
vid_71_frame_332_4.jpg,N/A,"[18, 3]","[11, 19]","[24, 19]","[9, 32]","[26, 32]","[8, 48]","[30, 47]",
vid_71_frame_45_4.jpg,N/A,"[22, 1]","[12, 27]","[33, 26]","[8, 46]","[38, 46]","[5, 71]","[45, 69]",
vid_67_frame_21_3.jpg,N/A,"[10, 1]","[7, 10]","[15, 9]","[7, 17]","[17, 16]","[6, 26]","[19, 25]",
vid_68_frame_198_4.jpg,N/A,"[15, 1]","[9, 12]","[19, 12]","[8, 21]","[20, 21]","[6, 33]","[23, 33]",
vid_79_frame_87_2.jpg,N/A,"[5, 3]","[4, 17]","[18, 15]","[5, 28]","[24, 24]","[7, 41]","[30, 35]",
vid_68_frame_420_2.jpg,N/A,"[22, 5]","[16, 17]","[27, 17]","[14, 29]","[29, 29]","[11, 42]","[33, 42]",
vid_222_frame_107_5.jpg,N/A,"[15, 2]","[10, 14]","[19, 14]","[8, 23]","[21, 23]","[5, 35]","[24, 35]",
vid_95_frame_4_4.jpg,N/A,"[25, 3]","[17, 20]","[32, 19]","[14, 33]","[34, 33]","[10, 49]","[38, 50]",
vid_78_frame_216_0.jpg,N/A,"[17, 3]","[12, 11]","[20, 12]","[9, 19]","[20, 20]","[6, 26]","[21, 28]",
vid_95_frame_23_5.jpg,N/A,"[15, 1]","[10, 13]","[20, 13]","[9, 23]","[21, 23]","[6, 34]","[25, 34]",
vid_80_frame_199_1.jpg,N/A,"[11, 2]","[8, 16]","[19, 13]","[8, 24]","[23, 21]","[7, 36]","[28, 30]",
vid_83_frame_10_2.jpg,N/A,"[9, 1]","[6, 9]","[12, 9]","[5, 15]","[13, 15]","[3, 23]","[16, 23]",
vid_91_frame_332_1.jpg,N/A,"[11, 2]","[7, 11]","[14, 11]","[6, 18]","[16, 17]","[5, 26]","[18, 26]",
vid_206_frame_179_2.jpg,N/A,"[10, 6]","[6, 19]","[16, 18]","[6, 28]","[18, 27]","[4, 39]","[22, 38]",
vid_99_frame_11_3.jpg,N/A,"[13, 2]","[9, 16]","[19, 16]","[9, 28]","[22, 27]","[8, 41]","[24, 41]",
vid_91_frame_21_1.jpg,N/A,"[13, 1]","[10, 14]","[21, 12]","[10, 25]","[25, 22]","[10, 36]","[30, 31]",
vid_77_frame_244_2.jpg,N/A,"[24, 2]","[15, 21]","[33, 21]","[13, 36]","[35, 36]","[11, 55]","[38, 54]",
vid_95_frame_18_1.jpg,N/A,"[37, 5]","[26, 29]","[48, 29]","[22, 49]","[51, 49]","[16, 72]","[57, 74]",
vid_222_frame_65_0.jpg,N/A,"[32, 7]","[24, 28]","[41, 28]","[21, 47]","[45, 47]","[17, 68]","[51, 68]",
vid_68_frame_271_5.jpg,N/A,"[36, 1]","[24, 22]","[43, 24]","[19, 42]","[45, 43]","[13, 64]","[45, 66]",
vid_204_frame_113_1.jpg,N/A,"[20, 1]","[13, 18]","[28, 18]","[12, 31]","[31, 31]","[9, 49]","[33, 50]",
vid_204_frame_185_2.jpg,N/A,"[9, 0]","[3, 10]","[13, 10]","[2, 17]","[13, 18]","[1, 25]","[15, 25]",
vid_71_frame_175_0.jpg,N/A,"[28, 2]","[18, 26]","[39, 25]","[14, 48]","[43, 48]","[11, 69]","[48, 69]",
vid_94_frame_320_0.jpg,N/A,"[15, 6]","[11, 30]","[33, 21]","[14, 47]","[43, 35]","[17, 66]","[54, 46]",
vid_71_frame_197_1.jpg,N/A,"[17, 1]","[11, 15]","[25, 15]","[9, 30]","[27, 30]","[6, 47]","[31, 46]",
vid_83_frame_117_0.jpg,N/A,"[46, 2]","[33, 28]","[57, 29]","[28, 51]","[61, 54]","[23, 76]","[67, 81]",
vid_73_frame_241_2.jpg,N/A,"[14, 2]","[9, 15]","[19, 15]","[8, 24]","[21, 24]","[7, 36]","[23, 34]",
vid_218_frame_53_0.jpg,N/A,"[36, 2]","[22, 18]","[40, 22]","[17, 28]","[41, 33]","[10, 40]","[41, 49]",
vid_210_frame_116_1.jpg,N/A,"[21, 2]","[15, 18]","[27, 18]","[13, 31]","[29, 30]","[9, 44]","[32, 44]",
vid_67_frame_312_0.jpg,N/A,"[11, 4]","[8, 24]","[27, 17]","[11, 38]","[36, 29]","[13, 54]","[44, 40]",
vid_71_frame_225_2.jpg,N/A,"[21, 2]","[15, 19]","[29, 19]","[11, 36]","[31, 36]","[5, 55]","[35, 56]",
vid_74_frame_151_0.jpg,N/A,"[51, 4]","[34, 20]","[56, 27]","[25, 35]","[55, 46]","[16, 49]","[55, 64]",
vid_201_frame_12_0.jpg,N/A,"[19, 4]","[14, 21]","[26, 20]","[12, 34]","[29, 32]","[9, 49]","[33, 48]",
vid_206_frame_65_10.jpg,N/A,"[7, 1]","[4, 7]","[10, 7]","[4, 12]","[11, 12]","[2, 19]","[11, 19]",
vid_208_frame_134_0.jpg,N/A,"[36, 2]","[27, 20]","[44, 22]","[22, 33]","[47, 36]","[18, 46]","[48, 51]",
vid_85_frame_87_0.jpg,N/A,"[29, 6]","[18, 20]","[34, 25]","[13, 31]","[34, 39]","[10, 45]","[36, 53]",
vid_221_frame_46_15.jpg,N/A,"[17, 0]","[11, 15]","[23, 15]","[10, 25]","[25, 26]","[8, 39]","[30, 39]",
vid_205_frame_42_6.jpg,N/A,"[9, 3]","[7, 18]","[19, 16]","[8, 28]","[24, 25]","[9, 41]","[30, 36]",
vid_80_frame_5_0.jpg,N/A,"[12, 6]","[8, 24]","[23, 19]","[9, 38]","[29, 32]","[10, 52]","[35, 41]",
vid_74_frame_96_2.jpg,N/A,"[15, 1]","[9, 11]","[18, 12]","[7, 19]","[18, 21]","[4, 26]","[19, 29]",
vid_202_frame_51_7.jpg,N/A,"[12, 2]","[7, 13]","[17, 13]","[7, 23]","[20, 22]","[6, 33]","[24, 33]",
vid_209_frame_20_11.jpg,N/A,"[16, 1]","[10, 15]","[21, 15]","[9, 24]","[23, 23]","[7, 35]","[25, 35]",
vid_83_frame_72_6.jpg,N/A,"[8, 1]","[5, 6]","[10, 6]","[4, 12]","[11, 12]","[3, 17]","[12, 17]",
vid_71_frame_262_0.jpg,N/A,"[28, 4]","[17, 24]","[40, 24]","[15, 43]","[43, 43]","[13, 66]","[47, 64]",
vid_97_frame_269_1.jpg,N/A,"[13, 1]","[10, 17]","[26, 13]","[12, 29]","[33, 22]","[13, 43]","[40, 33]",
vid_68_frame_151_2.jpg,N/A,"[20, 1]","[13, 17]","[26, 17]","[11, 33]","[29, 32]","[7, 49]","[33, 49]",
vid_74_frame_147_0.jpg,N/A,"[60, 4]","[42, 19]","[65, 28]","[33, 35]","[65, 47]","[24, 48]","[64, 67]",
vid_75_frame_252_1.jpg,N/A,"[30, 4]","[20, 28]","[40, 26]","[17, 48]","[45, 46]","[14, 72]","[51, 70]",
vid_73_frame_60_0.jpg,N/A,"[15, 3]","[10, 22]","[22, 22]","[9, 36]","[25, 36]","[6, 51]","[29, 50]",
vid_230_frame_30_0.jpg,N/A,"[31, 2]","[21, 33]","[45, 30]","[17, 58]","[52, 56]","[14, 87]","[61, 83]",
vid_220_frame_134_5.jpg,N/A,"[25, 2]","[16, 19]","[31, 19]","[13, 34]","[33, 34]","[9, 51]","[34, 51]",
vid_202_frame_95_5.jpg,N/A,"[12, 1]","[8, 11]","[17, 11]","[7, 18]","[18, 18]","[5, 28]","[20, 28]",
vid_220_frame_90_0.jpg,N/A,"[26, 0]","[18, 24]","[36, 23]","[16, 42]","[40, 41]","[11, 61]","[46, 62]",
vid_83_frame_211_2.jpg,N/A,"[9, 2]","[6, 10]","[12, 10]","[5, 16]","[13, 16]","[3, 23]","[14, 23]",
vid_83_frame_137_0.jpg,N/A,"[35, 4]","[25, 26]","[44, 27]","[21, 45]","[48, 48]","[16, 68]","[52, 71]",
vid_75_frame_103_4.jpg,N/A,"[43, 4]","[30, 40]","[60, 39]","[26, 69]","[66, 68]","[19, 102]","[73, 102]",
vid_75_frame_284_4.jpg,N/A,"[41, 2]","[31, 34]","[56, 33]","[27, 61]","[63, 58]","[22, 91]","[70, 87]",
vid_204_frame_191_2.jpg,N/A,"[21, 3]","[14, 17]","[27, 17]","[12, 28]","[29, 29]","[7, 43]","[31, 43]",
vid_206_frame_106_3.jpg,N/A,"[30, 4]","[19, 26]","[40, 26]","[16, 45]","[44, 44]","[12, 64]","[48, 65]",
vid_68_frame_198_0.jpg,N/A,"[39, 3]","[29, 32]","[53, 30]","[27, 59]","[61, 56]","[23, 87]","[69, 82]",
vid_72_frame_201_0.jpg,N/A,"[11, 2]","[8, 14]","[19, 13]","[9, 23]","[22, 20]","[8, 34]","[27, 30]",
vid_98_frame_51_1.jpg,N/A,"[30, 3]","[21, 24]","[37, 24]","[19, 38]","[39, 38]","[14, 57]","[44, 57]",
vid_209_frame_32_0.jpg,N/A,"[18, 2]","[11, 19]","[23, 18]","[9, 29]","[24, 29]","[5, 43]","[28, 42]",
vid_68_frame_239_1.jpg,N/A,"[25, 3]","[17, 22]","[34, 22]","[14, 37]","[36, 37]","[10, 57]","[40, 57]",
vid_202_frame_51_6.jpg,N/A,"[29, 4]","[18, 29]","[40, 29]","[16, 50]","[43, 48]","[12, 72]","[49, 72]",
vid_83_frame_223_4.jpg,N/A,"[12, 3]","[9, 12]","[16, 12]","[8, 19]","[17, 19]","[6, 28]","[18, 28]",
vid_211_frame_70_3.jpg,N/A,"[19, 1]","[13, 14]","[24, 15]","[10, 26]","[25, 27]","[6, 39]","[26, 41]",
vid_71_frame_223_6.jpg,N/A,"[17, 2]","[11, 17]","[24, 17]","[10, 30]","[26, 29]","[8, 45]","[29, 45]",
vid_201_frame_20_0.jpg,N/A,"[18, 2]","[12, 17]","[24, 16]","[10, 28]","[26, 28]","[7, 41]","[30, 40]",
vid_77_frame_299_0.jpg,N/A,"[33, 2]","[24, 24]","[41, 24]","[21, 41]","[43, 41]","[17, 61]","[48, 61]",
vid_73_frame_209_2.jpg,N/A,"[29, 3]","[20, 24]","[35, 25]","[17, 37]","[37, 38]","[11, 58]","[41, 59]",
vid_124_frame_2357_2.jpg,N/A,"[18, 2]","[11, 14]","[21, 14]","[10, 21]","[22, 21]","[6, 31]","[23, 32]",
vid_94_frame_44_0.jpg,N/A,"[15, 2]","[11, 21]","[27, 17]","[11, 33]","[34, 30]","[10, 50]","[42, 42]",
vid_124_frame_4413_1.jpg,N/A,"[26, 3]","[17, 19]","[31, 20]","[15, 30]","[33, 31]","[11, 43]","[34, 45]",
vid_83_frame_258_1.jpg,N/A,"[27, 0]","[17, 17]","[34, 18]","[13, 33]","[37, 35]","[9, 50]","[40, 53]",
vid_209_frame_49_14.jpg,N/A,"[5, 0]","[3, 6]","[7, 6]","[3, 10]","[9, 9]","[2, 13]","[10, 13]",
vid_209_frame_146_3.jpg,N/A,"[16, 3]","[11, 15]","[23, 14]","[11, 23]","[24, 22]","[10, 34]","[28, 34]",
vid_76_frame_411_1.jpg,N/A,"[32, 2]","[23, 16]","[37, 20]","[19, 29]","[38, 33]","[15, 41]","[39, 46]",
vid_91_frame_383_2.jpg,N/A,"[20, 1]","[13, 10]","[22, 11]","[10, 17]","[22, 18]","[8, 24]","[23, 26]",
vid_72_frame_160_1.jpg,N/A,"[14, 6]","[10, 28]","[33, 21]","[12, 44]","[42, 34]","[15, 64]","[53, 47]",
vid_211_frame_54_8.jpg,N/A,"[16, 1]","[11, 11]","[19, 11]","[9, 20]","[20, 20]","[6, 29]","[22, 30]",
vid_72_frame_40_3.jpg,N/A,"[16, 7]","[11, 33]","[39, 22]","[13, 53]","[49, 37]","[16, 73]","[61, 51]",
vid_210_frame_18_1.jpg,N/A,"[20, 2]","[13, 17]","[26, 17]","[11, 31]","[28, 31]","[8, 46]","[32, 46]",
vid_77_frame_48_2.jpg,N/A,"[36, 2]","[26, 33]","[50, 33]","[21, 58]","[55, 57]","[15, 86]","[63, 86]",
vid_210_frame_61_2.jpg,N/A,"[10, 1]","[5, 10]","[14, 10]","[5, 17]","[15, 17]","[3, 26]","[17, 25]",
vid_91_frame_39_0.jpg,N/A,"[43, 3]","[28, 19]","[47, 23]","[22, 32]","[47, 39]","[14, 44]","[48, 55]",
vid_79_frame_106_2.jpg,N/A,"[24, 2]","[14, 15]","[28, 18]","[10, 25]","[28, 29]","[6, 35]","[30, 41]",
vid_68_frame_308_1.jpg,N/A,"[33, 2]","[23, 23]","[42, 23]","[20, 43]","[46, 43]","[14, 64]","[50, 65]",
vid_71_frame_165_2.jpg,N/A,"[44, 2]","[35, 31]","[57, 30]","[31, 54]","[61, 52]","[24, 81]","[70, 78]",
vid_97_frame_68_0.jpg,N/A,"[20, 4]","[15, 26]","[34, 19]","[16, 42]","[42, 33]","[20, 60]","[51, 46]",
vid_68_frame_92_1.jpg,N/A,"[21, 2]","[14, 17]","[28, 17]","[12, 30]","[30, 29]","[9, 45]","[33, 42]",
vid_204_frame_95_2.jpg,N/A,"[19, 2]","[12, 18]","[25, 18]","[10, 29]","[27, 29]","[7, 44]","[31, 44]",
vid_204_frame_192_1.jpg,N/A,"[23, 1]","[15, 16]","[29, 16]","[12, 29]","[31, 29]","[9, 42]","[33, 41]",
vid_76_frame_345_0.jpg,N/A,"[13, 2]","[10, 16]","[21, 14]","[10, 27]","[24, 23]","[9, 37]","[28, 32]",
vid_202_frame_33_3.jpg,N/A,"[14, 1]","[9, 13]","[19, 13]","[7, 22]","[21, 22]","[4, 34]","[23, 35]",
vid_206_frame_178_3.jpg,N/A,"[19, 4]","[13, 22]","[28, 21]","[12, 37]","[32, 36]","[9, 54]","[37, 52]",
vid_68_frame_371_1.jpg,N/A,"[31, 2]","[22, 26]","[41, 26]","[20, 45]","[45, 44]","[15, 68]","[51, 68]",
vid_73_frame_359_0.jpg,N/A,"[27, 2]","[20, 26]","[38, 25]","[18, 41]","[41, 42]","[12, 63]","[48, 62]",
vid_98_frame_233_1.jpg,N/A,"[40, 4]","[28, 32]","[51, 33]","[23, 56]","[55, 56]","[19, 78]","[62, 80]",
vid_99_frame_145_1.jpg,N/A,"[21, 2]","[14, 21]","[29, 22]","[12, 38]","[32, 37]","[6, 57]","[37, 56]",
vid_71_frame_197_0.jpg,N/A,"[21, 5]","[13, 24]","[30, 24]","[11, 40]","[33, 39]","[8, 62]","[38, 59]",
vid_75_frame_181_0.jpg,N/A,"[35, 2]","[24, 32]","[47, 32]","[20, 55]","[51, 55]","[15, 81]","[58, 82]",
vid_68_frame_276_4.jpg,N/A,"[14, 1]","[10, 15]","[19, 15]","[8, 25]","[20, 24]","[5, 37]","[24, 37]",
vid_207_frame_21_0.jpg,N/A,"[24, 4]","[15, 27]","[32, 26]","[11, 45]","[36, 45]","[6, 66]","[41, 66]",
vid_68_frame_127_0.jpg,N/A,"[25, 1]","[17, 19]","[32, 19]","[15, 32]","[33, 32]","[11, 49]","[37, 49]",
vid_68_frame_12_7.jpg,N/A,"[9, 2]","[5, 10]","[12, 10]","[4, 17]","[13, 17]","[2, 25]","[14, 25]",
vid_74_frame_164_3.jpg,N/A,"[21, 0]","[15, 11]","[24, 12]","[12, 19]","[24, 21]","[9, 26]","[25, 30]",
vid_67_frame_337_1.jpg,N/A,"[18, 2]","[12, 12]","[21, 15]","[8, 22]","[21, 24]","[6, 30]","[21, 32]",
vid_86_frame_76_0.jpg,N/A,"[43, 3]","[29, 37]","[54, 36]","[27, 55]","[58, 54]","[19, 81]","[66, 81]",
vid_77_frame_112_1.jpg,N/A,"[26, 2]","[18, 22]","[35, 21]","[17, 39]","[40, 39]","[14, 58]","[45, 57]",
vid_76_frame_349_2.jpg,N/A,"[10, 3]","[6, 12]","[13, 12]","[5, 20]","[15, 20]","[3, 28]","[15, 29]",
vid_88_frame_365_3.jpg,N/A,"[12, 5]","[9, 15]","[17, 14]","[9, 22]","[20, 21]","[8, 32]","[23, 29]",
vid_77_frame_40_4.jpg,N/A,"[24, 1]","[15, 23]","[33, 22]","[12, 40]","[36, 40]","[8, 61]","[42, 60]",
vid_201_frame_18_3.jpg,N/A,"[14, 1]","[10, 13]","[19, 13]","[10, 20]","[20, 20]","[8, 32]","[23, 31]",
vid_68_frame_92_3.jpg,N/A,"[17, 2]","[11, 16]","[23, 15]","[10, 25]","[24, 25]","[7, 38]","[28, 39]",
vid_75_frame_144_1.jpg,N/A,"[25, 2]","[18, 20]","[31, 20]","[16, 33]","[33, 33]","[12, 48]","[39, 48]",
vid_230_frame_33_0.jpg,N/A,"[19, 2]","[13, 21]","[29, 19]","[11, 39]","[33, 37]","[9, 58]","[39, 55]",
vid_98_frame_215_1.jpg,N/A,"[17, 0]","[12, 15]","[24, 14]","[11, 25]","[26, 24]","[8, 37]","[28, 37]",
vid_85_frame_3_3.jpg,N/A,"[7, 2]","[7, 27]","[27, 24]","[10, 47]","[37, 42]","[13, 70]","[49, 62]",
vid_210_frame_124_0.jpg,N/A,"[39, 6]","[27, 32]","[52, 31]","[24, 57]","[57, 55]","[19, 84]","[65, 80]",
vid_230_frame_90_1.jpg,N/A,"[20, 2]","[15, 18]","[26, 17]","[13, 28]","[28, 28]","[11, 40]","[31, 41]",
vid_95_frame_20_6.jpg,N/A,"[16, 0]","[10, 14]","[22, 14]","[9, 26]","[24, 26]","[5, 39]","[27, 38]",
vid_210_frame_77_1.jpg,N/A,"[30, 3]","[21, 19]","[35, 20]","[18, 31]","[37, 33]","[14, 47]","[39, 50]",
vid_209_frame_66_1.jpg,N/A,"[20, 3]","[14, 19]","[26, 19]","[13, 30]","[29, 30]","[9, 45]","[33, 45]",
vid_201_frame_117_4.jpg,N/A,"[15, 1]","[11, 12]","[19, 12]","[8, 21]","[21, 21]","[6, 31]","[23, 31]",
vid_77_frame_330_0.jpg,N/A,"[33, 5]","[22, 29]","[42, 30]","[18, 49]","[45, 50]","[11, 73]","[51, 74]",
vid_99_frame_113_0.jpg,N/A,"[38, 4]","[22, 27]","[44, 27]","[19, 49]","[48, 50]","[11, 72]","[53, 71]",
vid_222_frame_58_2.jpg,N/A,"[11, 2]","[9, 10]","[15, 10]","[8, 16]","[16, 16]","[6, 23]","[18, 23]",
vid_76_frame_246_2.jpg,N/A,"[7, 2]","[5, 9]","[9, 9]","[4, 13]","[10, 13]","[3, 18]","[11, 18]",
vid_95_frame_18_7.jpg,N/A,"[11, 3]","[5, 14]","[17, 14]","[4, 25]","[19, 24]","[3, 36]","[22, 37]",
vid_97_frame_287_2.jpg,N/A,"[17, 1]","[12, 12]","[21, 12]","[11, 20]","[22, 21]","[8, 29]","[24, 30]",
vid_75_frame_303_3.jpg,N/A,"[28, 1]","[19, 22]","[38, 22]","[17, 43]","[42, 43]","[12, 66]","[49, 66]",
vid_68_frame_410_2.jpg,N/A,"[33, 3]","[22, 30]","[45, 31]","[19, 54]","[50, 53]","[14, 80]","[55, 77]",
vid_222_frame_95_0.jpg,N/A,"[33, 2]","[22, 24]","[41, 26]","[18, 43]","[44, 44]","[12, 63]","[49, 65]",
vid_77_frame_174_0.jpg,N/A,"[29, 2]","[18, 28]","[39, 28]","[15, 48]","[43, 48]","[10, 73]","[48, 72]",
vid_95_frame_15_0.jpg,N/A,"[40, 4]","[27, 36]","[54, 34]","[22, 64]","[60, 62]","[17, 96]","[67, 93]",
vid_221_frame_130_2.jpg,N/A,"[22, 3]","[15, 22]","[30, 21]","[14, 35]","[32, 34]","[10, 52]","[37, 52]",
vid_230_frame_201_3.jpg,N/A,"[11, 1]","[8, 11]","[16, 11]","[7, 19]","[18, 19]","[5, 29]","[21, 28]",
vid_76_frame_1_0.jpg,N/A,"[11, 1]","[8, 10]","[14, 10]","[7, 16]","[15, 17]","[4, 24]","[17, 24]",
vid_75_frame_289_0.jpg,N/A,"[38, 1]","[26, 29]","[50, 29]","[22, 55]","[55, 55]","[17, 81]","[62, 82]",
vid_88_frame_195_0.jpg,N/A,"[21, 2]","[14, 15]","[25, 15]","[10, 25]","[26, 28]","[6, 36]","[27, 39]",
vid_206_frame_132_1.jpg,N/A,"[20, 2]","[13, 18]","[26, 18]","[11, 28]","[28, 28]","[7, 42]","[29, 42]",
vid_84_frame_1_1.jpg,N/A,"[31, 3]","[20, 22]","[37, 23]","[17, 39]","[40, 40]","[14, 59]","[42, 60]",
vid_98_frame_233_5.jpg,N/A,"[18, 2]","[11, 17]","[24, 18]","[10, 30]","[25, 29]","[7, 42]","[29, 43]",
vid_220_frame_212_1.jpg,N/A,"[19, 3]","[12, 18]","[25, 18]","[10, 30]","[27, 30]","[7, 44]","[30, 44]",
vid_211_frame_36_0.jpg,N/A,"[24, 2]","[15, 20]","[31, 20]","[12, 37]","[34, 38]","[9, 55]","[37, 55]",
vid_98_frame_244_0.jpg,N/A,"[43, 3]","[30, 34]","[55, 33]","[26, 56]","[60, 57]","[18, 85]","[68, 86]",
vid_98_frame_51_0.jpg,N/A,"[36, 4]","[27, 31]","[48, 29]","[23, 50]","[51, 50]","[19, 74]","[57, 73]",
vid_97_frame_206_6.jpg,N/A,"[9, 2]","[6, 14]","[19, 13]","[7, 26]","[25, 24]","[9, 38]","[30, 35]",
vid_76_frame_211_0.jpg,N/A,"[11, 3]","[8, 20]","[22, 17]","[9, 32]","[28, 28]","[10, 48]","[35, 40]",
vid_204_frame_115_0.jpg,N/A,"[34, 4]","[22, 29]","[43, 30]","[17, 50]","[47, 51]","[10, 76]","[53, 78]",
vid_77_frame_249_0.jpg,N/A,"[21, 2]","[14, 22]","[30, 22]","[12, 37]","[33, 36]","[8, 55]","[39, 55]",
vid_77_frame_261_4.jpg,N/A,"[21, 1]","[15, 15]","[27, 16]","[12, 29]","[30, 29]","[9, 44]","[33, 43]",
vid_96_frame_84_5.jpg,N/A,"[29, 1]","[20, 23]","[38, 22]","[18, 38]","[41, 38]","[14, 59]","[48, 59]",
vid_75_frame_348_0.jpg,N/A,"[37, 4]","[23, 33]","[47, 32]","[19, 61]","[52, 60]","[13, 89]","[59, 90]",
vid_65_frame_148_0.jpg,N/A,"[47, 3]","[34, 34]","[59, 35]","[29, 57]","[62, 58]","[22, 83]","[68, 86]",
vid_74_frame_292_0.jpg,N/A,"[28, 2]","[17, 14]","[31, 17]","[13, 25]","[31, 30]","[7, 37]","[32, 43]",
vid_125_frame_2740_1.jpg,N/A,"[19, 2]","[11, 16]","[24, 16]","[10, 25]","[25, 25]","[7, 37]","[27, 38]",
vid_84_frame_1_0.jpg,N/A,"[33, 0]","[24, 25]","[45, 25]","[21, 46]","[50, 46]","[16, 71]","[55, 69]",
vid_202_frame_95_0.jpg,N/A,"[56, 1]","[39, 31]","[66, 34]","[31, 59]","[70, 63]","[24, 87]","[74, 91]",
vid_71_frame_343_2.jpg,N/A,"[26, 2]","[17, 24]","[34, 24]","[13, 45]","[38, 44]","[9, 67]","[42, 66]",
vid_82_frame_73_1.jpg,N/A,"[19, 2]","[12, 16]","[24, 16]","[10, 28]","[26, 29]","[7, 41]","[29, 42]",
vid_221_frame_90_1.jpg,N/A,"[17, 2]","[10, 13]","[21, 13]","[8, 23]","[22, 24]","[7, 34]","[24, 34]",
vid_201_frame_12_4.jpg,N/A,"[14, 1]","[9, 10]","[17, 10]","[7, 18]","[18, 18]","[5, 25]","[19, 25]",
vid_74_frame_9_0.jpg,N/A,"[26, 1]","[17, 13]","[30, 16]","[13, 24]","[30, 28]","[9, 34]","[31, 39]",
vid_228_frame_7_2.jpg,N/A,"[36, 3]","[28, 26]","[48, 26]","[25, 47]","[52, 46]","[20, 69]","[58, 67]",
vid_68_frame_151_0.jpg,N/A,"[20, 1]","[14, 22]","[30, 21]","[12, 41]","[34, 38]","[8, 63]","[40, 60]",
vid_83_frame_155_1.jpg,N/A,"[12, 2]","[8, 12]","[15, 12]","[7, 20]","[17, 20]","[5, 31]","[19, 31]",
vid_201_frame_136_7.jpg,N/A,"[24, 2]","[16, 25]","[34, 24]","[14, 43]","[38, 41]","[11, 63]","[45, 60]",
vid_74_frame_303_0.jpg,N/A,"[35, 3]","[22, 17]","[39, 21]","[16, 29]","[38, 35]","[10, 40]","[39, 49]",
vid_78_frame_283_1.jpg,N/A,"[10, 1]","[6, 9]","[14, 9]","[6, 17]","[16, 16]","[5, 24]","[18, 23]",
vid_98_frame_79_4.jpg,N/A,"[13, 1]","[8, 15]","[18, 14]","[8, 22]","[20, 21]","[6, 33]","[23, 32]",
vid_230_frame_161_1.jpg,N/A,"[18, 1]","[12, 19]","[27, 18]","[12, 32]","[30, 31]","[8, 47]","[36, 46]",
vid_222_frame_105_4.jpg,N/A,"[14, 3]","[9, 13]","[17, 13]","[8, 20]","[18, 20]","[6, 29]","[19, 28]",
vid_68_frame_257_3.jpg,N/A,"[6, 3]","[7, 19]","[18, 12]","[11, 30]","[26, 21]","[16, 43]","[35, 31]",
vid_83_frame_111_1.jpg,N/A,"[43, 1]","[30, 25]","[55, 24]","[26, 46]","[61, 44]","[19, 71]","[67, 67]",
vid_209_frame_147_4.jpg,N/A,"[34, 2]","[24, 27]","[46, 26]","[20, 48]","[50, 48]","[16, 73]","[56, 72]",
vid_85_frame_1_1.jpg,N/A,"[12, 3]","[9, 18]","[20, 16]","[9, 30]","[24, 27]","[9, 43]","[28, 37]",
vid_207_frame_21_3.jpg,N/A,"[14, 1]","[8, 13]","[19, 13]","[7, 23]","[20, 23]","[4, 34]","[23, 35]",
vid_228_frame_60_2.jpg,N/A,"[15, 2]","[10, 16]","[20, 16]","[8, 25]","[22, 25]","[6, 37]","[23, 36]",
vid_83_frame_10_5.jpg,N/A,"[15, 0]","[10, 12]","[19, 12]","[9, 22]","[21, 22]","[6, 33]","[24, 32]",
vid_228_frame_152_4.jpg,N/A,"[18, 2]","[11, 17]","[24, 17]","[10, 32]","[28, 30]","[7, 47]","[31, 45]",
vid_83_frame_253_1.jpg,N/A,"[31, 3]","[23, 23]","[40, 23]","[20, 40]","[42, 40]","[14, 60]","[48, 58]",
vid_207_frame_107_0.jpg,N/A,"[41, 2]","[28, 29]","[53, 29]","[24, 53]","[58, 53]","[19, 80]","[66, 78]",
